Year,YearCode,Harvest ,Location,Treatment,Crop,Crop1,Plot,Intercropped,Monocrop,IWG,ALF,NRate,Rep,Date,QLengthCM,QWidthCM,QAreaHa,RowSpacing,RowsSampled,QIWGForWetG ,SIWGForWetG,SIWGDryG ,IWGQual,IWGDM,PlotIWGDryG,PlotIWGDryKG ,PlotIWGDryKgHa,QSpikeDryG,QThreshedGrainDryG,PlotThreshedGrainKgHa,QAlfForWetG,SAlfWetG,SAlfDryG ,AlfQual,AlfDM,PlotAlfDryG,PlotAlfDryKG ,PlotAlfDryKgHa,PlotTotForageKgHa,QWeedsWetG,QWeedsDryG,IWGHeight1,IWGHeight2,IWGHeight3,IWGHeight4,IWGHeight5,IWGHeight6 ,IWGHeight7,IWGHeight8,IWGHeight9,IWGHeight10,IWGHeightAvg,IWGLodgingScore0to9,ALFHeight1,ALFHeight2,ALFHeight3,ALFHeight4,ALFHeight5,ALFHeight6 ,ALFHeight7,ALFHeight8,ALFHeight9,ALFHeight10,ALFHeightAvg,ALFLodgingScore0to9,Weednotes ,LodgingPercent,WinterSurvivalScore ,TillerLength,HeadLength,IWGCounts,AlfalfaLength,CombineAreamM2,CombineAreaHa,IWGNIRDM,IWGCP,IWGADF,IWGaNDF,IWGAsh,IWGFAT,IWGLignin,IWGdNDF30,IWGIVTDMD30,IWGdNDF48,IWGIVTDMD48,IWGCa,IWGP,IWGK,IWGMg,IWGESC,IWGWSC,IWGStarch,ALFNIRDM,ALFCP,ALFADF,ALFaNDF,ALFAsh,ALFFAT,ALFLignin,ALFdNDF30,ALFIVTDMD30,ALFdNDF48,ALFIVTDMD48,ALFCa,ALFP,ALFK,ALFMg,ALFESC,ALFWSC,ALFStarch,image_sample_wt_g,hull_N,nkd_N,spklt_N,hull_F,nkd_F,spklt_F,hull_A,hull_A_SD,nkd_A,nkd_A_SD,spklt_A,spklt_A_SD,hull_C,hull_C_SD,nkd_C,nkd_C_SD,spklt_C,spklt_C_SD,hull_L,hull_L_SD,nkd_L,nkd_L_SD,spklt_L,spklt_L_SD,hull_W,hull_W_SD,nkd_W,nkd_W_SD,spklt_W,spklt_W_SD,2023MNGrainDeHulledg,2023MNThreshedhullyweight,2023MNGrainDeHulledKgHa
2023,X,Summer,MN,2,Higest + IWG,Higest + IWG,1412,y,,y,y,80,16,8-8-23,122,91.5,0.00011163,12,4,670.9,670.9,213.4,,31.80801908,213.4,0.2134,1911.672489,64.9,27.5,246.3495476,1031.2,1031.2,262.3,,25.43638479,262.3,0.2623,2349.726776,4261.399265,69.4,44.6,91,107,88,97,80,,,,,,,0,60,49,59,57,67,,,,,,,,,,1,,,,,,,95.98,12.91,36.19,61.9,7.76,4.32,4.43,24.55,61.06,35.03,73.29,0.39,0.31,2.26,0.24,5.94,8.32,1.14,94.4,20.76,33.86,40.15,9.32,2.04,6.73,14.57,76.16,17.89,76.86,1.61,0.34,2.25,0.35,4.44,7.87,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.38,27.14,212.2200598
2023,X,Summer,MN,7,IWG,IWG,1413,,y,y,,80,16,8-8-23,122,91.5,0.00011163,12,4,791.6,791.6,340.5,,43.01414856,340.5,0.3405,3050.255308,157.8,59.1,529.4275732,,,,,,,,,3050.255308,38.4,28.2,104,94,120,94,106,,,,,,,0,,,,,,,,,,,,,,,1,,,,,,,95.66,9.12,38.76,64.23,6.04,3.74,5.31,21.31,55.87,31.85,68.79,0.36,0.25,1.8,0.16,7.59,9.55,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.99,58.38,480.5475695
2023,X,Summer,MN,11,Shockwave + IWG,Shockwave + IWG,1414,y,,y,y,40,16,8-8-23,122,91.5,0.00011163,12,4,629.3,629.3,234.8,,37.31129827,234.8,0.2348,2103.377228,81.7,34.9,312.6399713,837.8,837.8,247.7,,29.56552877,247.7,0.2477,2218.937562,4322.31479,46,27.6,101,113,97,98,96,,,,,,,1,64,67,60,56,61,,,,,,,,,,1,,,,,,,96.53,8.84,40.4,67.2,5.58,3.52,5.26,22.79,54.48,34.05,67.04,0.32,0.24,1.68,0.17,6.65,8.63,0.95,94.12,19.45,35.54,43.11,9.63,1.77,7.29,14.74,73.34,18.67,76.11,1.36,0.32,2.4,0.31,4.24,7.4,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.78,34.56,287.4912699
2023,X,Summer,MN,20,WL + IWG,WL + IWG,1415,y,,y,y,0,16,8-8-23,122,91.5,0.00011163,12,4,556.1,556.1,217.4,,39.09368819,217.4,0.2174,1947.505151,127.4,47,421.0337723,487.6,487.6,144.5,,29.63494668,144.5,0.1445,1294.454896,3241.960047,137.8,63,98,94,106,96,103,,,,,,,0,62,64,44,62,72,,,,,,,,,,1,,,,,,,95.54,8.77,39.08,66.34,5.57,3.6,5.03,21.78,53.35,34.42,68.32,0.3,0.24,1.67,0.17,6.51,8.16,1.14,94.03,19.96,33.35,39.58,9.62,1.95,6.8,13.3,75.33,16.82,78.33,1.5,0.3,2.26,0.32,4.83,7.68,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.7,46.52,368.3592978
2023,X,Summer,MN,14,Shockwave + IWG,Shockwave + IWG,1416,y,,y,y,160,16,8-8-23,122,91.5,0.00011163,12,4,601.2,601.2,213.1,,35.44577512,213.1,0.2131,1908.98504,76.4,27.4,245.4537311,629.6,629.6,174.4,,27.70012706,174.4,0.1744,1562.30404,3471.28908,58.4,41.6,100,106,103,110,95,,,,,,,1,60,51,53,52,53,,,,,,,,,,1,,,,,,,95.93,11.2,38.22,63.41,7.26,3.74,5.03,22.55,55.93,33.44,69.68,0.33,0.27,1.99,0.21,6.67,8.8,0.98,94.11,19.7,35.22,41.91,9.71,1.83,7.3,14.05,73.57,17.39,76.34,1.51,0.31,2.23,0.34,4.44,7.53,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.25,27.1,192.4683316
2023,X,Summer,MN,22,WL,WL,1417,,y,,y,0,16,8-8-23,122,91.5,0.00011163,12,4,,,,,,,,,,,,1028.1,1028.1,291.1,,28.31436631,291.1,0.2911,2607.721939,2607.721939,510.4,208.9,,,,,,,,,,,,0,74,53,60,51,64,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,94.35,19.13,34.58,41.31,9.69,1.87,7.14,13.51,72.83,16.56,76.62,1.45,0.28,2.2,0.32,5.31,7.81,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,X,Summer,MN,17,Shockwave,Shockwave,1418,,y,,y,80,16,8-8-23,122,91.5,0.00011163,12,4,,,,,,,,,,,,1222.6,1222.6,338.4,,27.67871749,338.4,0.3384,3031.44316,3031.44316,347.8,138.4,,,,,,,,,,,,0,55,67,59,61,50,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,95.01,18.62,36.23,43.17,9.26,1.7,7.41,14.16,72.54,18,75.5,1.52,0.29,2.16,0.32,4.43,7.58,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,X,Summer,MN,6,IWG,IWG,1419,,y,y,,40,16,8-8-23,122,91.5,0.00011163,12,4,792.5,792.5,268.6,,33.89274448,268.6,0.2686,2406.163218,79.1,24.6,220.370868,,,,,,,,,2406.163218,240.5,125,95,84,87,98,97,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,95.92,11.45,37.99,63.99,6.87,3.65,4.53,24.24,57.87,35.89,71.64,0.33,0.29,2.14,0.19,5.95,7.74,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.07,21.21,198.1363722
2023,X,Summer,MN,15,Shockwave,Shockwave,1420,,y,,y,0,16,8-8-23,122,91.5,0.00011163,12,4,,,,,,,,,,,,1300.4,1300.4,347.5,,26.72254691,347.5,0.3475,3112.962465,3112.962465,365,145.1,,,,,,,,,,,,0,71,65,71,65,63,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,94.81,19.99,35.25,41.88,9.66,1.76,7.27,14.32,73.4,18.39,74.61,1.63,0.31,2.19,0.36,4.03,7.67,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,X,Summer,MN,5,IWG,IWG,1421,,y,y,,0,16,8-8-23,122,91.5,0.00011163,12,4,584.3,584.3,219.1,,37.49786069,219.1,0.2191,1962.734032,104.7,36,322.4939532,,,,,,,,,1962.734032,99.6,50.7,82,109,97,102,107,,,,,,,0,,,,,,,,,,,,,,,1,,,,,,,95.51,9.28,38.65,64.57,6.55,3.85,4.65,21.71,54.16,34.34,69.71,0.33,0.28,1.94,0.2,6.25,8.06,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.84,35.59,270.3911089
2023,X,Summer,MN,3,Higest,Higest,1422,,y,,y,0,16,8-8-23,122,91.5,0.00011163,12,4,,,,,,,,,,,,1679.8,1679.8,426.9,,25.41373973,426.9,0.4269,3824.240795,3824.240795,,210.8,,,,,,,,,,,,0,61,72,74,67,55,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,94.9,17.97,36.72,43.19,9.47,1.69,7.97,13.04,70.15,17.13,73.43,1.52,0.27,1.98,0.31,4.55,7.47,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,X,Summer,MN,9,IWG,IWG,1423,,y,y,,160,16,8-8-23,122,91.5,0.00011163,12,4,1000.8,1000.8,301.2,,30.09592326,301.2,0.3012,2698.199409,76.3,30.1,269.6407776,,,,,,,,,2698.199409,152,101.5,121,100,97,110,107,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,96.05,14.95,36.59,61.54,7.69,3.77,4.75,25.97,61.41,34.57,73.17,0.38,0.3,2.28,0.24,5.97,8.2,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.9,29.75,243.8096443
2023,X,Summer,MN,18,Shockwave,Shockwave,1424,,y,,y,120,16,8-8-23,122,91.5,0.00011163,12,4,,,,,,,,,,,,1771,1771,462.8,,26.13212874,462.8,0.4628,4145.838932,4145.838932,227.1,106.1,,,,,,,,,,,,0,70,87,60,66,58,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,95.52,19.58,37.83,44.02,8.87,1.58,7.89,14.86,72.62,19.57,73.08,1.54,0.31,2.09,0.33,3.35,7.13,-0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,X,Fall,MN,19,Shockwave,Shockwave,1101,,y,,y,160,13,30-10-23,122,91.5,0.00011163,12,4,,,,,,,,,,,,722.2,722.2,278.1,,38.50733869,278.1,0.2781,2491.265789,2491.265789,3.6,0.8,,,,,,,,,,,,,41,70,45,53,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.59,21.44,36.37,43.98,9.44,1.85,8.61,14.32,70.69,21.1,73.4,1.67,0.36,2.3,0.33,2.65,6.47,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,X,Fall,MN,8,IWG,IWG,1102,,y,y,,120,13,30-10-23,122,91.5,0.00011163,12,4,334.1,334.1,100.5,,30.08081413,100.5,0.1005,900.2956195,,,,,,,,,,,,900.2956195,23,9,31,40,37,21,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.48,17.98,31.9,57.04,10.39,3.4,2.05,35.49,78.63,41.44,86.53,0.47,0.45,3.72,0.31,2.8,6.69,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,X,Fall,MN,3,Higest,Higest,1103,,y,,y,0,13,30-10-23,122,91.5,0.00011163,12,4,,,,,,,,,,,,557,557,190.2,,34.14721724,190.2,0.1902,1703.843053,1703.843053,0,0,,,,,,,,,,,,,55,52,51,47,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.23,22.27,36.77,45.27,9.25,1.44,8.63,15.55,69.86,22.39,73.83,1.67,0.36,2.52,0.32,2.31,5.91,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,X,Fall,MN,6,IWG,IWG,1104,,y,y,,40,13,30-10-23,122,91.5,0.00011163,12,4,330.6,330.6,77.6,,23.47247429,77.6,0.0776,695.1536325,,,,,,,,,,,,695.1536325,104.9,17.2,30,42,32,35,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.95,16.62,32.5,58.24,10.82,3.46,2.18,34.12,75.85,41.75,85.01,0.45,0.42,3.5,0.3,3.15,7.02,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,X,Fall,MN,7,IWG,IWG,1105,,y,y,,80,13,30-10-23,122,91.5,0.00011163,12,4,501.4,501.4,134,,26.72516953,134,0.134,1200.394159,,,,,,,,,,,,1200.394159,150.5,32,43,32,37,37,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.06,17,31.91,56.78,10.91,3.82,1.71,34.23,76.45,42.96,86.8,0.44,0.42,3.3,0.32,3.66,7.82,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,X,Fall,MN,10,Shockwave + IWG,Shockwave + IWG,1106,y,,y,y,0,13,30-10-23,122,91.5,0.00011163,12,4,317.1,317.1,64.3,,20.27751498,64.3,0.0643,576.0100331,,,,720.9,720.9,208.1,,28.86669441,208.1,0.2081,1864.194213,2440.204246,51.2,5.2,61,49,40,33,48,,,,,,,,57,51,49,72,80,,,,,,,,,,,,,,,,,94.89,16.49,35.7,60.47,11.7,3.03,2.41,36.66,74.97,42.49,83.13,0.47,0.42,3.63,0.31,2.22,6.67,1.42,95.29,20.79,40.61,50.79,9.29,1.07,9.01,17.77,67.36,25.23,72.28,1.63,0.36,2.46,0.34,1.76,5.95,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,X,Fall,MN,12,Shockwave + IWG,Shockwave + IWG,1107,y,,y,y,80,13,30-10-23,122,91.5,0.00011163,12,4,210,210,65.8,,31.33333333,65.8,0.0658,589.4472812,,,,221.6,221.6,100.3,,45.26173285,100.3,0.1003,898.5039864,1487.951268,1,0.4,39,47,47,47,52,,,,,,,,41,55,46,67,49,,,,,,,,,,,,,,,,,95.08,21.02,30.51,52.36,12.04,3.56,2.27,35.73,82.04,38.43,88.42,0.52,0.44,3.78,0.35,4.2,8.37,1.2,95.04,23.01,37.5,44.83,9.7,1.34,8.75,14.66,69.43,21.28,74.37,1.68,0.37,2.29,0.36,2.26,6.09,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,X,Fall,MN,18,Shockwave,Shockwave,1108,,y,,y,120,13,30-10-23,122,91.5,0.00011163,12,4,,,,,,,,,,,,543.1,543.1,186.3,,34.30307494,186.3,0.1863,1668.906208,1668.906208,0,0,,,,,,,,,,,,,44,45,49,40,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.88,19.66,38.99,46.71,8.76,1.5,8.8,15.26,68.76,21.68,72.09,1.61,0.34,2.2,0.29,2.59,6.73,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,X,Fall,MN,23,WL,WL,1109,,y,,y,80,13,30-10-23,122,91.5,0.00011163,12,4,,,,,,,,,,,,650.9,650.9,234.2,,35.98094945,234.2,0.2342,2098.002329,2098.002329,0,0,,,,,,,,,,,,,73,75,62,66,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.95,19.81,42.33,50.69,9.02,1.18,9.86,15.64,65.63,22.37,69.59,1.5,0.34,1.89,0.29,1.29,5.44,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,X,Fall,MN,17,Shockwave,Shockwave,1110,,y,,y,80,13,30-10-23,122,91.5,0.00011163,12,4,,,,,,,,,,,,660.3,660.3,272.4,,41.25397547,272.4,0.2724,2440.204246,2440.204246,0.6,0.1,,,,,,,,,,,,,52,55,81,72,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.77,22.52,36.46,45.69,11,1.49,7.94,17.52,71.75,24.37,76.71,1.71,0.38,2.75,0.36,2.08,6.14,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,X,Fall,MN,22,WL,WL,1111,,y,,y,0,13,30-10-23,122,91.5,0.00011163,12,4,,,,,,,,,,,,579.8,579.8,198.8,,34.28768541,198.8,0.1988,1780.883275,1780.883275,14.2,3.3,,,,,,,,,,,,,58,81,57,49,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.64,21.3,38.8,47,9.92,1.3,8.9,15.84,69.72,22.98,73.67,1.61,0.36,2.19,0.31,1.61,5.97,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,X,Fall,MN,16,Shockwave,Shockwave,1112,,y,,y,40,13,30-10-23,122,91.5,0.00011163,12,4,,,,,,,,,,,,1045.4,1045.4,176,,16.83566099,176,0.176,1576.637105,1576.637105,66.3,8,,,,,,,,,,,,,75,57,60,60,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.23,20.7,41.94,54.16,10.03,1.17,9.08,18.76,65.13,26.66,70.93,1.64,0.36,2.55,0.33,1.57,5.45,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,X,Fall,MN,11,Shockwave + IWG,Shockwave + IWG,1113,y,,y,y,40,13,30-10-23,122,91.5,0.00011163,12,4,55.5,55.5,26.3,,47.38738739,26.3,0.0263,235.5997492,,,,193.7,193.7,108.7,,56.1177078,108.7,0.1087,973.7525755,1209.352325,0,0,52,36,35,34,30,,,,,,,,40,51,41,46,49,,,,,,,,,,,,,,,,,94.75,20.58,29.67,53.73,10.97,3.42,2.58,35.61,81.8,38.73,87.63,0.49,0.44,3.86,0.3,4.19,7.41,1.15,94.4,22.7,35.8,45.32,10.13,1.64,8.34,15.93,70.07,22.89,75.84,1.86,0.36,2.43,0.4,2.18,5.54,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,X,Fall,MN,13,Shockwave + IWG,Shockwave + IWG,1114,y,,y,y,120,13,30-10-23,122,91.5,0.00011163,12,4,72.8,72.8,23.2,,31.86813187,23.2,0.0232,207.8294365,,,,406.5,406.5,169.5,,41.69741697,169.5,0.1695,1518.40903,1726.238466,0,0,42,30,37,40,37,,,,,,,,56,97,52,49,45,,,,,,,,,,,,,,,,,95.24,22.22,28.37,49.44,12.28,3.89,2.4,34.85,81.71,36.94,88.66,0.49,0.43,3.68,0.36,5.91,9.88,1.24,95.29,21.03,37.12,45.85,8.87,1.67,8.74,15.03,69.65,22.62,74.63,1.67,0.34,2.09,0.35,2.52,6.04,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,X,Fall,MN,2,Higest + IWG,Higest + IWG,1115,y,,y,y,80,13,30-10-23,122,91.5,0.00011163,12,4,26.4,26.4,8.2,,31.06060606,8.2,0.0082,73.45695602,,,,302.7,302.7,137.3,,45.3584407,137.3,0.1373,1229.956105,1303.413061,11.7,3.6,42,63,41,53,46,,,,,,,,74,70,58,55,66,,,,,,,,,,,,,,,,,95.04,20.69,31.2,55.7,10,3.37,1.92,36.3,78.25,41.2,87.23,0.46,0.44,3.46,0.33,3.75,7.77,1.28,95.3,20.14,41.59,50.25,8.34,1.2,9.71,16.21,65.71,23.06,70.64,1.64,0.33,1.96,0.35,1.73,5.61,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,X,Fall,MN,9,IWG,IWG,1116,,y,y,,160,13,30-10-23,122,91.5,0.00011163,12,4,344.5,344.5,98.5,,28.59216255,98.5,0.0985,882.3792887,,,,,,,,,,,,882.3792887,43.2,1.7,32,31,46,38,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.39,15.74,34.48,60.32,10.6,3.62,2.57,32.77,73.08,40.17,82.02,0.51,0.4,3.38,0.29,3.01,7.18,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,X,Fall,MN,20,WL + IWG,WL + IWG,1117,y,,y,y,0,13,30-10-23,122,91.5,0.00011163,12,4,70,70,20.7,,29.57142857,20.7,0.0207,185.4340231,,,,252.1,252.1,115.4,,45.77548592,115.4,0.1154,1033.772283,1219.206307,0,0,32,34,32,40,54,,,,,,,,56,71,65,43,45,,,,,,,,,,,,,,,,,95.14,22.82,28.76,49.83,11.6,3.77,2.01,34.37,78.71,38.27,88.81,0.48,0.41,3.34,0.38,5.44,9.43,1.31,95.59,20.37,39.19,47.11,7.85,1.66,9.5,14.54,67.07,21.13,70.86,1.81,0.33,1.84,0.34,2.75,6.36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,X,Fall,MN,15,Shockwave,Shockwave,1118,,y,,y,0,13,30-10-23,122,91.5,0.00011163,12,4,,,,,,,,,,,,426.7,426.7,164.8,,38.62198266,164.8,0.1648,1476.305653,1476.305653,73.2,11.6,,,,,,,,,,,,,55,72,60,64,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.03,19.63,39.61,48.22,7.89,1.31,9.44,14.9,67.06,21.64,70.54,1.69,0.3,1.78,0.33,2.51,6.53,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,X,Fall,MN,1,Higest + IWG,Higest + IWG,1119,y,,y,y,0,13,30-10-23,122,91.5,0.00011163,12,4,270.8,270.8,69.7,,25.73855244,69.7,0.0697,624.3841261,,,,272.2,272.2,101.9,,37.43570904,101.9,0.1019,912.837051,1537.221177,39.4,0.9,35,42,36,48,40,,,,,,,,42,45,53,58,68,,,,,,,,,,,,,,,,,95.18,20.27,30.54,53.12,11.59,3.63,2.41,34.19,78.31,38.44,86.73,0.48,0.42,3.55,0.36,5.13,9.13,1.29,94.93,22.94,36.87,45.18,9.93,1.29,8.48,15.48,69.45,21.76,74.86,1.71,0.36,2.28,0.37,2.55,6.29,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,X,Fall,MN,14,Shockwave + IWG,Shockwave + IWG,1120,y,,y,y,160,13,30-10-23,122,91.5,0.00011163,12,4,206.8,206.8,71.1,,34.38104449,71.1,0.0711,636.9255576,,,,137,137,61.5,,44.89051095,61.5,0.0615,550.9271701,1187.852728,0.8,0.7,60,47,60,36,58,,,,,,,,58,69,73,75,48,,,,,,,,,,,,,,,,,95.7,18.93,31.69,56.34,10.62,3.52,1.82,35.55,77.19,42,86.28,0.42,0.42,3.52,0.32,4.22,8.25,1.14,95.03,23.58,36.73,44.74,8.86,1.39,8.51,15.69,70.27,21.89,73.81,1.77,0.37,2.31,0.38,2.82,6.43,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,X,Fall,MN,4,Higest,Higest,1121,,y,,y,80,13,30-10-23,122,91.5,0.00011163,12,4,,,,,,,,,,,,316.4,316.4,135.8,,42.92035398,135.8,0.1358,1216.518857,1216.518857,22,6.7,,,,,,,,,,,,,76,60,55,68,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.38,20.75,40.88,49.49,9,1.24,9.3,16.03,66.55,22.27,71.2,1.51,0.35,2.3,0.32,2.2,5.79,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,X,Fall,MN,21,WL + IWG,WL + IWG,1123,y,,y,y,80,13,30-10-23,122,91.5,0.00011163,12,4,264.6,264.6,75.4,,28.49584278,75.4,0.0754,675.4456687,,,,299.3,299.3,117.1,,39.12462412,117.1,0.1171,1049.001165,1724.446833,7.3,1.8,49,30,32,24,30,,,,,,,,53,51,69,39,48,,,,,,,,,,,,,,,,,95.63,17.63,33.19,58.75,10.82,3.29,1.66,36.6,74.99,43.52,84.7,0.42,0.43,3.67,0.3,2.97,7.32,1.1,94.88,23.55,35.98,45.01,9.77,1.4,8.23,16.11,70.09,22.66,75.6,1.76,0.37,2.36,0.38,2.45,5.94,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,X,Fall,MN,5,IWG,IWG,1124,,y,y,,0,13,30-10-23,122,91.5,0.00011163,12,4,790.8,790.8,238.8,,30.19726859,238.8,0.2388,2139.20989,,,,,,,,,,,,2139.20989,63,21.6,52,39,40,45,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.68,14.24,36.33,62.91,11.19,3.05,2.24,34.86,72.44,43.82,81.23,0.43,0.41,3.54,0.29,1.19,5.32,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,X,Fall,MN,16,Shockwave,Shockwave,1202,,y,,y,40,14,30-10-23,122,91.5,0.00011163,12,4,,,,,,,,,,,,621.7,621.7,250.3,,40.26057584,250.3,0.2503,2242.228792,2242.228792,20.7,7.3,,,,,,,,,,,,,64,53,67,52,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.79,21.9,35.47,43.44,9.57,1.81,8.32,14.47,71.3,20.86,74.08,1.73,0.34,2.1,0.34,2.93,6.66,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,X,Fall,MN,15,Shockwave,Shockwave,1203,,y,,y,0,14,30-10-23,122,91.5,0.00011163,12,4,,,,,,,,,,,,805.3,805.3,309.8,,38.47013535,309.8,0.3098,2775.239631,2775.239631,12.4,3.5,,,,,,,,,,,,,70,61,70,63,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.11,18.74,39.36,47.6,9.89,1.53,9.02,14.09,67.21,20.97,71.69,1.47,0.32,2.08,0.28,2.56,6.34,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,X,Fall,MN,22,WL,WL,1204,,y,,y,0,14,30-10-23,122,91.5,0.00011163,12,4,,,,,,,,,,,,729.3,729.3,295.5,,40.51830522,295.5,0.2955,2647.137866,2647.137866,76.5,23.3,,,,,,,,,,,,,70,66,63,74,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.59,20.27,38.94,47.62,9.77,1.57,9.23,14.35,68.19,21.73,72.07,1.59,0.33,1.69,0.31,1.79,5.77,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,X,Fall,MN,8,IWG,IWG,1205,,y,y,,120,14,30-10-23,122,91.5,0.00011163,12,4,538.9,538.9,135.6,,25.16236779,135.6,0.1356,1214.727224,,,,,,,,,,,,1214.727224,219.8,20.8,30,40,51,32,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.21,14.78,34.9,61.45,10.55,3.51,2.28,31.35,67.31,42.6,80.35,0.42,0.35,2.55,0.24,1.99,6.46,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,X,Fall,MN,23,WL,WL,1206,,y,,y,80,14,30-10-23,122,91.5,0.00011163,12,4,,,,,,,,,,,,643.3,643.3,234.3,,36.42157625,234.3,0.2343,2098.898146,2098.898146,209,50.8,,,,,,,,,,,,,57,69,70,59,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.49,15.96,49.38,61.26,6.49,0.81,10.92,16.84,57.51,24.8,62.55,1.2,0.31,2.11,0.21,1.82,4.97,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
