"","Year","YearCode","Harvest","Location","Treatment","first_value","second_value","Crop1","Plot","Intercropped","Monocrop","IWG","ALF","NRate","Rep","Date","QLengthCM","QWidthCM","QAreaHa","RowSpacing","RowsSampled","QIWGForWetG","SIWGForWetG","SIWGDryG","IWGQual","IWGDM","PlotIWGDryG","PlotIWGDryKG","PlotIWGDryKgHa","QSpikeDryG","QThreshedGrainDryG","PlotThreshedGrainKgHa","QAlfForWetG","SAlfWetG","SAlfDryG","AlfQual","AlfDM","PlotAlfDryG","PlotAlfDryKG","PlotAlfDryKgHa","PlotTotForageKgHa","QWeedsWetG","QWeedsDryG","IWGHeight1","IWGHeight2","IWGHeight3","IWGHeight4","IWGHeight5","IWGHeight6","IWGHeight7","IWGHeight8","IWGHeight9","IWGHeight10","IWGHeightAvg","IWGLodgingScore0to9","ALFHeight1","ALFHeight2","ALFHeight3","ALFHeight4","ALFHeight5","ALFHeight6","ALFHeight7","ALFHeight8","ALFHeight9","ALFHeight10","ALFHeightAvg","ALFLodgingScore0to9","Weednotes","LodgingPercent","WinterSurvivalScore","TillerLength","HeadLength","IWGCounts","AlfalfaLength","CombineAreamM2","CombineAreaHa","IWGNIRDM","IWGCP","IWGADF","IWGaNDF","IWGAsh","IWGFAT","IWGLignin","IWGdNDF30","IWGIVTDMD30","IWGdNDF48","IWGIVTDMD48","IWGCa","IWGP","IWGK","IWGMg","IWGESC","IWGWSC","IWGStarch","ALFNIRDM","ALFCP","ALFADF","ALFaNDF","ALFAsh","ALFFAT","ALFLignin","ALFdNDF30","ALFIVTDMD30","ALFdNDF48","ALFIVTDMD48","ALFCa","ALFP","ALFK","ALFMg","ALFESC","ALFWSC","ALFStarch","image_sample_wt_g","hull_N","nkd_N","spklt_N","hull_F","nkd_F","spklt_F","hull_A","hull_A_SD","nkd_A","nkd_A_SD","spklt_A","spklt_A_SD","hull_C","hull_C_SD","nkd_C","nkd_C_SD","spklt_C","spklt_C_SD","hull_L","hull_L_SD","nkd_L","nkd_L_SD","spklt_L","spklt_L_SD","hull_W","hull_W_SD","nkd_W","nkd_W_SD","spklt_W","spklt_W_SD","X2023MNGrainDeHulledg","X2023MNThreshedhullyweight","X2023MNGrainDeHulledKgHa","C","CROP","V","N","P","hullNHd","NdkNHd","SpkltNHd","WhSamDH","G","GXAdj"
"49",2024,"Z","Fall","WI",19,"Shockwave",NA,"Shockwave",204,"","y","","y",160,"1","10-11-2024",100,122,0.000122,NA,4,NA,NA,NA,NA,"",NA,0,0,NA,NA,NA,NA,NA,NA,NA,"",165,0.165,1352.459016,1352.459016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture","monoA","Shockwave",160,"WI",NA,NA,NA,NA,NA,NA
"50",2024,"Z","Fall","WI",11,"Shockwave","IWG","Shockwave + IWG",205,"y","","y","y",40,"2","10-11-2024",100,122,0.000122,NA,4,NA,NA,NA,NA,"",88,0.088,721.3114754,NA,NA,NA,NA,NA,NA,NA,"",127,0.127,1040.983607,1762.295082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"intercrop","inter","Shockwave",40,"WI",NA,NA,NA,NA,NA,NA
"51",2024,"Z","Fall","WI",10,"Shockwave","IWG","Shockwave + IWG",206,"y","","y","y",0,"2","10-11-2024",100,122,0.000122,NA,4,NA,NA,NA,NA,"",78,0.078,639.3442623,NA,NA,NA,NA,NA,NA,NA,"",91,0.091,745.9016393,1385.245902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"intercrop","inter","Shockwave",0,"WI",NA,NA,NA,NA,NA,NA
"52",2024,"Z","Fall","WI",14,"Shockwave","IWG","Shockwave + IWG",207,"y","","y","y",160,"2","10-11-2024",100,122,0.000122,NA,4,NA,NA,NA,NA,"",103,0.103,844.2622951,NA,NA,NA,NA,NA,NA,NA,"",154,0.154,1262.295082,2106.557377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"intercrop","inter","Shockwave",160,"WI",NA,NA,NA,NA,NA,NA
"53",2024,"Z","Fall","WI",12,"Shockwave","IWG","Shockwave + IWG",210,"y","","y","y",80,"3","10-11-2024",100,122,0.000122,NA,4,NA,NA,NA,NA,"",89,0.089,729.5081967,NA,NA,NA,NA,NA,NA,NA,"",202,0.202,1655.737705,2385.245902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"intercrop","inter","Shockwave",80,"WI",NA,NA,NA,NA,NA,NA
"54",2024,"Z","Fall","WI",16,"Shockwave",NA,"Shockwave",212,"","y","","y",40,"3","10-11-2024",100,122,0.000122,NA,4,NA,NA,NA,NA,"",NA,0,0,NA,NA,NA,NA,NA,NA,NA,"",183,0.183,1500,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture","monoA","Shockwave",40,"WI",NA,NA,NA,NA,NA,NA
"55",2024,"Z","Fall","WI",19,"Shockwave",NA,"Shockwave",213,"","y","","y",160,"4","10-11-2024",100,122,0.000122,NA,4,NA,NA,NA,NA,"",NA,0,0,NA,NA,NA,NA,NA,NA,NA,"",150,0.15,1229.508197,1229.508197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture","monoA","Shockwave",160,"WI",NA,NA,NA,NA,NA,NA
"56",2024,"Z","Fall","WI",10,"Shockwave","IWG","Shockwave + IWG",214,"y","","y","",0,"4","10-11-2024",100,122,0.000122,NA,4,NA,NA,NA,NA,"",63,0.063,516.3934426,NA,NA,NA,NA,NA,NA,NA,"",191,0.191,1565.57377,2081.967213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"intercrop","inter","Shockwave",0,"WI",NA,NA,NA,NA,NA,NA
"57",2024,"Z","Fall","WI",18,"Shockwave",NA,"Shockwave",215,"","y","","y",120,"4","10-11-2024",100,122,0.000122,NA,4,NA,NA,NA,NA,"",NA,0,0,NA,NA,NA,NA,NA,NA,NA,"",232,0.232,1901.639344,1901.639344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture","monoA","Shockwave",120,"WI",NA,NA,NA,NA,NA,NA
"58",2024,"Z","Fall","WI",13,"Shockwave","IWG","Shockwave + IWG",303,"y","","y","y",120,"1","10-11-2024",100,122,0.000122,NA,4,NA,NA,NA,NA,"",81,0.081,663.9344262,NA,NA,NA,NA,NA,NA,NA,"",162,0.162,1327.868852,1991.803279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"intercrop","inter","Shockwave",120,"WI",NA,NA,NA,NA,NA,NA
"59",2024,"Z","Fall","WI",16,"Shockwave",NA,"Shockwave",308,"","y","","y",40,"2","10-11-2024",100,122,0.000122,NA,4,NA,NA,NA,NA,"",NA,0,0,NA,NA,NA,NA,NA,NA,NA,"",234,0.234,1918.032787,1918.032787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture","monoA","Shockwave",40,"WI",NA,NA,NA,NA,NA,NA
"60",2024,"Z","Fall","WI",10,"Shockwave","IWG","Shockwave + IWG",311,"y","","y","y",0,"3","10-11-2024",100,122,0.000122,NA,4,NA,NA,NA,NA,"",71,0.071,581.9672131,NA,NA,NA,NA,NA,NA,NA,"",179,0.179,1467.213115,2049.180328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"intercrop","inter","Shockwave",0,"WI",NA,NA,NA,NA,NA,NA
"61",2024,"Z","Fall","WI",15,"Shockwave",NA,"Shockwave",312,"","y","","y",0,"3","10-11-2024",100,122,0.000122,NA,4,NA,NA,NA,NA,"",NA,0,0,NA,NA,NA,NA,NA,NA,NA,"",118,0.118,967.2131148,967.2131148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture","monoA","Shockwave",0,"WI",NA,NA,NA,NA,NA,NA
"62",2024,"Z","Fall","WI",11,"Shockwave","IWG","Shockwave + IWG",314,"y","","y","y",40,"4","10-11-2024",100,122,0.000122,NA,4,NA,NA,NA,NA,"",129,0.129,1057.377049,NA,NA,NA,NA,NA,NA,NA,"",203,0.203,1663.934426,2721.311475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"intercrop","inter","Shockwave",40,"WI",NA,NA,NA,NA,NA,NA
"63",2024,"Z","Fall","WI",17,"Shockwave",NA,"Shockwave",401,"","y","","y",80,"1","10-11-2024",100,122,0.000122,NA,4,NA,NA,NA,NA,"",NA,0,0,NA,NA,NA,NA,NA,NA,NA,"",195,0.195,1598.360656,1598.360656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture","monoA","Shockwave",80,"WI",NA,NA,NA,NA,NA,NA
"64",2024,"Z","Fall","WI",11,"Shockwave","IWG","Shockwave + IWG",403,"y","","y","y",40,"1","10-11-2024",100,122,0.000122,NA,4,NA,NA,NA,NA,"",93,0.093,762.295082,NA,NA,NA,NA,NA,NA,NA,"",146,0.146,1196.721311,1959.016393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"intercrop","inter","Shockwave",40,"WI",NA,NA,NA,NA,NA,NA
"65",2024,"Z","Fall","WI",18,"Shockwave",NA,"Shockwave",405,"","y","","y",120,"2","10-11-2024",100,122,0.000122,NA,4,NA,NA,NA,NA,"",NA,0,0,NA,NA,NA,NA,NA,NA,NA,"",136,0.136,1114.754098,1114.754098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture","monoA","Shockwave",120,"WI",NA,NA,NA,NA,NA,NA
"66",2024,"Z","Fall","WI",13,"Shockwave","IWG","Shockwave + IWG",410,"y","","y","y",120,"3","10-11-2024",100,122,0.000122,NA,4,NA,NA,NA,NA,"",117,0.117,959.0163934,NA,NA,NA,NA,NA,NA,NA,"",102,0.102,836.0655738,1795.081967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"intercrop","inter","Shockwave",120,"WI",NA,NA,NA,NA,NA,NA
"67",2024,"Z","Fall","WI",18,"Shockwave",NA,"Shockwave",411,"","y","","y",120,"3","10-11-2024",100,122,0.000122,NA,4,NA,NA,NA,NA,"",NA,0,0,NA,NA,NA,NA,NA,NA,NA,"",87,0.087,713.1147541,713.1147541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture","monoA","Shockwave",120,"WI",NA,NA,NA,NA,NA,NA
"68",2024,"Z","Fall","WI",17,"Shockwave",NA,"Shockwave",415,"","y","","y",80,"4","10-11-2024",100,122,0.000122,NA,4,NA,NA,NA,NA,"",NA,0,0,NA,NA,NA,NA,NA,NA,NA,"",153,0.153,1254.098361,1254.098361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture","monoA","Shockwave",80,"WI",NA,NA,NA,NA,NA,NA
"69",2024,"Z","Fall","WI",15,"Shockwave",NA,"Shockwave",416,"","y","","y",0,"4","10-11-2024",100,122,0.000122,NA,4,NA,NA,NA,NA,"",NA,0,0,NA,NA,NA,NA,NA,NA,NA,"",175,0.175,1434.42623,1434.42623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture","monoA","Shockwave",0,"WI",NA,NA,NA,NA,NA,NA
"70",2024,"Z","Fall","WI",10,"Shockwave","IWG","Shockwave + IWG",502,"y","","y","y",0,"1","10-11-2024",100,122,0.000122,NA,4,NA,NA,NA,NA,"",45,0.045,368.852459,NA,NA,NA,NA,NA,NA,NA,"",153,0.153,1254.098361,1622.95082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"intercrop","inter","Shockwave",0,"WI",NA,NA,NA,NA,NA,NA
"71",2024,"Z","Fall","WI",16,"Shockwave",NA,"Shockwave",503,"","y","","y",40,"1","10-11-2024",100,122,0.000122,NA,4,NA,NA,NA,NA,"",NA,0,0,NA,NA,NA,NA,NA,NA,NA,"",125,0.125,1024.590164,1024.590164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture","monoA","Shockwave",40,"WI",NA,NA,NA,NA,NA,NA
"72",2024,"Z","Fall","WI",15,"Shockwave",NA,"Shockwave",505,"","y","","y",0,"2","10-11-2024",100,122,0.000122,NA,4,NA,NA,NA,NA,"",NA,0,0,NA,NA,NA,NA,NA,NA,NA,"",122,0.122,1000,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture","monoA","Shockwave",0,"WI",NA,NA,NA,NA,NA,NA
"73",2024,"Z","Fall","WI",12,"Shockwave","IWG","Shockwave + IWG",507,"y","","y","y",80,"2","10-11-2024",100,122,0.000122,NA,4,NA,NA,NA,NA,"",90,0.09,737.704918,NA,NA,NA,NA,NA,NA,NA,"",100,0.1,819.6721311,1557.377049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"intercrop","inter","Shockwave",80,"WI",NA,NA,NA,NA,NA,NA
"74",2024,"Z","Fall","WI",17,"Shockwave",NA,"Shockwave",508,"","y","","y",80,"2","10-11-2024",100,122,0.000122,NA,4,NA,NA,NA,NA,"",NA,0,0,NA,NA,NA,NA,NA,NA,NA,"",93,0.093,762.295082,762.295082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"monoculture","monoA","Shockwave",80,"WI",NA,NA,NA,NA,NA,NA
